Station Name,Iso Code,Date,Hour,Minute,Rain
Alexanderbay Lichen Field,ZA,2023-11-04,16,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,16,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,16,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,16,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,17,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,17,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,17,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,17,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,18,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,18,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,18,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,18,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,19,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,19,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,19,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,19,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,20,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,20,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,20,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,20,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,21,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,21,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,21,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,21,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,22,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,22,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,22,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,22,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,23,0,0
Alexanderbay Lichen Field,ZA,2023-11-04,23,15,0
Alexanderbay Lichen Field,ZA,2023-11-04,23,30,0
Alexanderbay Lichen Field,ZA,2023-11-04,23,45,0
Alexanderbay Lichen Field,ZA,2023-11-04,24,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,0,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,0,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,0,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,1,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,1,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,1,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,1,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,2,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,2,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,2,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,2,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,3,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,3,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,3,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,3,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,4,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,4,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,4,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,4,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,5,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,5,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,5,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,5,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,6,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,6,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,6,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,6,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,7,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,7,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,7,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,7,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,8,0,0
Alexanderbay Lichen Field,ZA,2023-11-05,8,15,0
Alexanderbay Lichen Field,ZA,2023-11-05,8,30,0
Alexanderbay Lichen Field,ZA,2023-11-05,8,45,0
Alexanderbay Lichen Field,ZA,2023-11-05,9,0,0
