Station Name,Iso Code,Station ID,Date,Hour,Minute,Air Temperature,Rain
Shakawe,BW,68026,12/5/2024,3,45,23.49,0
Shakawe,BW,68026,12/5/2024,4,0,22.71,0
Shakawe,BW,68026,12/5/2024,4,15,24.32,0
Shakawe,BW,68026,12/5/2024,4,30,23.9,0
Shakawe,BW,68026,12/5/2024,4,45,23.4,0
Shakawe,BW,68026,12/5/2024,5,0,23.18,0
Shakawe,BW,68026,12/5/2024,5,15,23.23,0
Shakawe,BW,68026,12/5/2024,5,30,22.03,0
Shakawe,BW,68026,12/5/2024,5,45,22.03,0
Shakawe,BW,68026,12/5/2024,6,0,21.81,0
Shakawe,BW,68026,12/5/2024,6,15,20.74,0
Shakawe,BW,68026,12/5/2024,6,30,19.83,0
Shakawe,BW,68026,12/5/2024,6,45,19.86,0
Shakawe,BW,68026,12/5/2024,7,0,20.64,0
Shakawe,BW,68026,12/5/2024,7,15,22.14,0
Shakawe,BW,68026,12/5/2024,7,30,23.81,0
Shakawe,BW,68026,12/5/2024,7,45,25.68,0
Shakawe,BW,68026,12/5/2024,8,0,26.78,0
Shakawe,BW,68026,12/5/2024,8,15,27.91,0
Shakawe,BW,68026,12/5/2024,8,30,28.86,0
Shakawe,BW,68026,12/5/2024,8,45,29.82,0
Shakawe,BW,68026,12/5/2024,9,0,31.06,0
Shakawe,BW,68026,12/5/2024,9,15,32.31,0
Shakawe,BW,68026,12/5/2024,9,30,32.52,0
Shakawe,BW,68026,12/5/2024,9,45,33.04,0
Shakawe,BW,68026,12/5/2024,10,0,33.32,0
Shakawe,BW,68026,12/5/2024,10,15,34.14,0
Shakawe,BW,68026,12/5/2024,10,30,35.43,0
Shakawe,BW,68026,12/5/2024,10,45,35.49,0
Shakawe,BW,68026,12/5/2024,11,0,35.8,0
Shakawe,BW,68026,12/5/2024,11,15,36.29,0
Shakawe,BW,68026,12/5/2024,11,30,36.49,0
Shakawe,BW,68026,12/5/2024,11,45,37.15,0
Shakawe,BW,68026,12/5/2024,12,0,37.04,0
Shakawe,BW,68026,12/5/2024,12,15,37.46,0
Shakawe,BW,68026,12/5/2024,12,30,37.14,0
Shakawe,BW,68026,12/5/2024,12,45,37.7,0
Shakawe,BW,68026,12/5/2024,13,0,37.82,0
Shakawe,BW,68026,12/5/2024,13,15,38.28,0
Shakawe,BW,68026,12/5/2024,13,30,38.16,0
Shakawe,BW,68026,12/5/2024,13,45,37.17,0
Shakawe,BW,68026,12/5/2024,14,0,38.86,0
Shakawe,BW,68026,12/5/2024,14,15,38.9,0
Shakawe,BW,68026,12/5/2024,14,30,38.64,0
Shakawe,BW,68026,12/5/2024,14,45,38.39,0
Shakawe,BW,68026,12/5/2024,15,0,38.36,0
Shakawe,BW,68026,12/5/2024,15,15,39.21,0
Shakawe,BW,68026,12/5/2024,15,30,39.03,0
Shakawe,BW,68026,12/5/2024,15,45,39.18,0
Shakawe,BW,68026,12/5/2024,16,0,38.95,0
Shakawe,BW,68026,12/5/2024,16,15,38.82,0
Shakawe,BW,68026,12/5/2024,16,30,39.08,0
Shakawe,BW,68026,12/5/2024,16,45,38.74,0
Shakawe,BW,68026,12/5/2024,17,0,38.43,0
Shakawe,BW,68026,12/5/2024,17,15,38.68,0
Shakawe,BW,68026,12/5/2024,17,30,38.13,0
Shakawe,BW,68026,12/5/2024,17,45,38.04,0
Shakawe,BW,68026,12/5/2024,18,0,38.01,0
Shakawe,BW,68026,12/5/2024,18,15,37.81,0
Shakawe,BW,68026,12/5/2024,18,30,37.22,0
Shakawe,BW,68026,12/5/2024,18,45,35.62,0
Shakawe,BW,68026,12/5/2024,19,0,33.82,0
Shakawe,BW,68026,12/5/2024,19,15,32.21,0
Shakawe,BW,68026,12/5/2024,19,30,30.95,0
Shakawe,BW,68026,12/5/2024,19,45,29.8,0
Shakawe,BW,68026,12/5/2024,20,0,28.9,0
Shakawe,BW,68026,12/5/2024,20,15,28.12,0
Shakawe,BW,68026,12/5/2024,20,30,27.78,0
Shakawe,BW,68026,12/5/2024,20,45,26.96,0
Shakawe,BW,68026,12/5/2024,21,0,26.34,0
Shakawe,BW,68026,12/5/2024,21,15,25.99,0
Shakawe,BW,68026,12/5/2024,21,30,25.76,0
Shakawe,BW,68026,12/5/2024,21,45,25.48,0
Shakawe,BW,68026,12/5/2024,22,0,24.98,0
Shakawe,BW,68026,12/5/2024,22,15,24.72,0
Shakawe,BW,68026,12/5/2024,22,30,24.16,0
Shakawe,BW,68026,12/5/2024,22,45,24.07,0
